Pair Number,System A,System B,BLEU Score A,BLEU p-value A,BLEU Mean A,BLEU CI A,BLEU Score B,BLEU p-value B,BLEU Mean B,BLEU CI B,BLEU p-value B Adjusted
49,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-9/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.39451071202037,0.1438561438561438,38.38906432957102,0.5013606985403953,0.28750826173165883
50,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-30/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.18152713299166,0.0099900099900099,38.17196543868778,0.5084744121147686,0.12244897959183564
51,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-60/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.442410808749855,0.2057942057942058,38.43797233394452,0.523524335411313,0.30853719420868697
52,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-54/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.31441350308077,0.0679320679320679,38.31200937760828,0.4952801725891014,0.2524752475247523
53,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-77/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.22328719464631,0.0199800199800199,38.21746699762816,0.5212062615951574,0.16042780748663038
54,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-3/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,36.96989867396298,0.0009990009990009,36.97068639781776,0.5079032452510965,0.029411764705879435
55,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-28/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.16724178496308,0.0089910089910089,38.15740623469173,0.4952756835663479,0.1144067796610158
56,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-67/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.519177347700456,0.4065934065934066,38.51692736379129,0.5018022103546258,0.4164392905866303
57,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-22/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.68587758546364,0.0879120879120879,38.6793193954998,0.5212924876045371,0.2685656154628687
58,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-45/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.24741136980168,0.0239760239760239,38.24302101788111,0.5027902805170115,0.17518248175182427
59,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-33/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.48258971681079,0.3326673326673326,38.47319995212548,0.5293603073435946,0.3729003359462485
60,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-26/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.46942160730013,0.2777222777222777,38.45646461159392,0.5121147937010271,0.3446280991735537
61,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-59/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.47365484947588,0.2707292707292707,38.46710308390852,0.5032042658906022,0.3413098236775819
62,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-50/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.39629492186745,0.1518481518481518,38.391146569415824,0.5314884168463507,0.2900763358778625
63,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-35/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.38839464562101,0.1278721278721278,38.38110367852816,0.5220106641546813,0.2835164835164834
64,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-4/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.61985783312013,0.1568431568431568,38.61201676381622,0.5090943436424098,0.29110012360939425
65,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-48/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.50846457608083,0.4115884115884116,38.49962602775383,0.504215032315166,0.4188410708234496
66,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-17/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.58753465793644,0.2097902097902098,38.58224961939332,0.511959061906726,0.3108041440552541
67,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-42/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.34862570551429,0.1118881118881118,38.34079661056887,0.5310633874686275,0.2814070351758792
68,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-71/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.61348155576317,0.1698301698301698,38.60379646374589,0.5210607969939112,0.29824561403508765
69,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-74/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.345517894461295,0.0889110889110889,38.343629095276725,0.512320553041647,0.26888217522658603
70,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-47/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.40230840239504,0.1628371628371628,38.40020268699486,0.5159609975392492,0.29351740696278505
71,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-53/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.421616207398,0.1798201798201798,38.41425993777114,0.5284243038247389,0.30066815144766146
72,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-18/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.54160863618224,0.3066933066933067,38.53377055780436,0.5207161570351104,0.3604696673189824
73,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-37/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.36572996174205,0.1198801198801198,38.35861331175735,0.5261918588610186,0.2820318423047762
74,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-58/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.16821762988917,0.0109890109890109,38.15983611697428,0.5130229919956584,0.12406015037593883
75,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-12/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.47280886370039,0.2847152847152847,38.46869084520855,0.5245561204772926,0.347560975609756
76,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-38/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.41725080640777,0.1708291708291708,38.41564011893596,0.5106371402638601,0.2984473835537665
77,Baseline: results/rethinking/evaluation_logs/model-save-dir-5/clean.result,results/rethinking/evaluation_logs/model-save-dir-36/clean.result,38.512926110111074,,38.50436929198643,0.5339079467856784,38.4478584902559,0.2217782217782218,38.44286975479361,0.5091991939957232,0.31444759206798867
78,Baseline: results/rethinking/evaluation_logs/model-save-dir-25/clean.result,results/rethinking/evaluation_logs/model-save-dir-27/clean.result,38.48460672807191,,38.477759935404855,0.4853375039793626,38.344823253102426,0.1168831168831168,38.34330002437365,0.4925578898682623,0.2820318423047762
79,Baseline: results/rethinking/evaluation_logs/model-save-dir-25/clean.result,results/rethinking/evaluation_logs/model-save-dir-7/clean.result,38.48460672807191,,38.477759935404855,0.4853375039793626,38.27443641579226,0.0599400599400599,38.26509232131989,0.5004058338012065,0.2439024390243901
80,Baseline: results/rethinking/evaluation_logs/model-save-dir-25/clean.result,results/rethinking/evaluation_logs/model-save-dir-15/clean.result,38.48460672807191,,38.477759935404855,0.4853375039793626,38.47643772439564,0.3946053946053946,38.4710432782215,0.5010688572483204,0.40989277066758906
81,Baseline: results/rethinking/evaluation_logs/model-save-dir-25/clean.result,results/rethinking/evaluation_logs/model-save-dir-57/clean.result,38.48460672807191,,38.477759935404855,0.4853375039793626,38.354687127182615,0.1338661338661338,38.34880158814829,0.5038409707909608,0.2869379014989292
