Pair Number,System A,System B,BLEU Score A,BLEU p-value A,BLEU Mean A,BLEU CI A,BLEU Score B,BLEU p-value B,BLEU Mean B,BLEU CI B
788,Baseline: results/rethinking/evaluation_logs/model-save-dir-80/clean.result,results/rethinking/evaluation_logs/model-save-dir-37/clean.result,38.544922111967466,,38.53574572423869,0.5099429353110807,38.36572996174205,0.08191808191808192,38.35861331175735,0.5261918588610186
789,Baseline: results/rethinking/evaluation_logs/model-save-dir-80/clean.result,results/rethinking/evaluation_logs/model-save-dir-58/clean.result,38.544922111967466,,38.53574572423869,0.5099429353110807,38.16821762988917,0.001998001998001998,38.15983611697428,0.5130229919956584
790,Baseline: results/rethinking/evaluation_logs/model-save-dir-80/clean.result,results/rethinking/evaluation_logs/model-save-dir-12/clean.result,38.544922111967466,,38.53574572423869,0.5099429353110807,38.47280886370039,0.2037962037962038,38.46869084520855,0.5245561204772926
791,Baseline: results/rethinking/evaluation_logs/model-save-dir-80/clean.result,results/rethinking/evaluation_logs/model-save-dir-38/clean.result,38.544922111967466,,38.53574572423869,0.5099429353110807,38.41725080640777,0.12387612387612387,38.41564011893596,0.5106371402638601
792,Baseline: results/rethinking/evaluation_logs/model-save-dir-80/clean.result,results/rethinking/evaluation_logs/model-save-dir-36/clean.result,38.544922111967466,,38.53574572423869,0.5099429353110807,38.4478584902559,0.17382617382617382,38.44286975479361,0.5091991939957232
793,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-11/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.279079323288414,0.11788211788211789,38.27778963538787,0.5043848779169444
794,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-78/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.30633074879096,0.13986013986013987,38.30169676970973,0.5100883728225902
795,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-72/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.44995879134924,0.3356643356643357,38.44703014121832,0.5338150006877882
796,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-73/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.503583285510814,0.2037962037962038,38.501213611380855,0.5156478667343656
797,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-64/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.63846880849123,0.04995004995004995,38.62522144896257,0.499775405044236
798,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-66/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.37222095589622,0.25774225774225773,38.36335034219857,0.49770406019917246
799,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-63/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.35269243825444,0.2137862137862138,38.344843932009695,0.5153970334355797
800,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-13/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.32482538551252,0.18681318681318682,38.3177590451692,0.4945667934664293
801,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-69/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.36523390122192,0.24775224775224775,38.35620534582849,0.4874519971639337
802,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-39/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.63612119960418,0.07292707292707293,38.636794879623515,0.5156580775980899
803,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-44/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.34956016267201,0.22977022977022976,38.348761767856224,0.5292945012289394
804,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-79/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.479593736704906,0.2217782217782218,38.47401604734546,0.4977395749596347
805,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-43/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.39907108063727,0.32667332667332666,38.39140461158197,0.4989092935453705
806,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-40/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.32556481875696,0.1798201798201798,38.315399543830644,0.4969348123197683
807,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-6/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.39943174681148,0.33166833166833165,38.39491644052968,0.5128678589832667
808,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-31/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.29092193285269,0.13586413586413587,38.28702715588452,0.4969471244979893
809,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-56/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.41876702878628,0.4355644355644356,38.41376137517522,0.5107848525956591
810,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-46/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.1772184852324,0.03496503496503497,38.16969298987122,0.5146745613919919
811,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-61/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.42829998983544,0.40559440559440557,38.41922011922233,0.5164026088436664
812,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-32/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.36464352126359,0.23176823176823177,38.35876726511584,0.5225370339772688
813,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-20/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.33015861763523,0.1878121878121878,38.319539764874996,0.5016646795810438
814,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-14/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.421241184170796,0.4175824175824176,38.415334962155626,0.5195519449053414
815,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-41/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.560001759004074,0.12287712287712288,38.554697626922845,0.4909481378177887
816,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-29/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.40795946988108,0.36163836163836166,38.40231228603869,0.5253136101220726
817,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-34/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.54476155534717,0.14685314685314685,38.54169472987457,0.5170078486808194
818,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-49/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.16504348980167,0.03196803196803197,38.157851373711146,0.5131515311014461
819,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-51/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.43559864451429,0.3706293706293706,38.43243335290803,0.5111779143051081
820,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-68/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.3282046338724,0.17682317682317683,38.32329993959571,0.5306963719428062
821,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-75/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.51478816145098,0.17682317682317683,38.51500744488086,0.5010534388412609
822,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-16/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.42903020351191,0.4145854145854146,38.42521493511664,0.498462462363193
823,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-19/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.36102779845333,0.22677322677322678,38.35161089695567,0.5056317084109949
824,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-10/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.38360178604212,0.2987012987012987,38.375105853898596,0.5023746707049028
825,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-62/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.4990846866827,0.1968031968031968,38.48992039323673,0.5013823599276712
826,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-76/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.29727556281856,0.14485514485514486,38.29483314973161,0.49762510480912425
827,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-52/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.427617727400325,0.4085914085914086,38.421507662482426,0.49957778707974043
828,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-8/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.324037168168815,0.17782217782217782,38.31497357813598,0.5109807590402724
829,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-24/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.325579381322314,0.16783216783216784,38.319444988186106,0.5188787119038807
830,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-9/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.39451071202037,0.32167832167832167,38.38906432957102,0.5013606985403953
831,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-30/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.18152713299166,0.04895104895104895,38.17196543868778,0.5084744121147686
832,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-60/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.442410808749855,0.3436563436563437,38.43797233394452,0.523524335411313
833,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-54/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.31441350308077,0.15584415584415584,38.31200937760828,0.4952801725891014
834,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-77/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.22328719464631,0.058941058941058944,38.21746699762816,0.5212062615951574
835,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-3/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,36.96989867396298,0.000999000999000999,36.97068639781776,0.5079032452510965
836,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-28/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.167241784963075,0.03396603396603397,38.15740623469173,0.4952756835663479
837,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-67/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.519177347700456,0.15884115884115885,38.51692736379129,0.5018022103546258
838,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-22/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.685877585463636,0.03396603396603397,38.6793193954998,0.5212924876045371
839,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-45/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.247411369801675,0.08191808191808192,38.24302101788111,0.5027902805170115
840,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-33/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.482589716810786,0.2127872127872128,38.473199952125476,0.5293603073435946
841,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-26/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.46942160730013,0.26973026973026976,38.45646461159392,0.5121147937010271
842,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-59/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.47365484947588,0.2547452547452547,38.46710308390852,0.5032042658906022
843,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-50/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.39629492186745,0.33766233766233766,38.391146569415824,0.5314884168463507
844,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-35/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.38839464562101,0.2967032967032967,38.38110367852816,0.5220106641546813
845,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-4/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.61985783312013,0.06993006993006994,38.61201676381622,0.5090943436424098
846,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-48/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.50846457608083,0.19080919080919082,38.49962602775383,0.504215032315166
847,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-17/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.58753465793644,0.11188811188811189,38.58224961939332,0.511959061906726
848,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-42/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.348625705514294,0.21478521478521478,38.340796610568866,0.5310633874686275
849,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-71/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.61348155576317,0.07292707292707293,38.603796463745894,0.5210607969939112
850,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-74/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.345517894461295,0.2017982017982018,38.343629095276725,0.512320553041647
851,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-47/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.402308402395036,0.34065934065934067,38.40020268699486,0.5159609975392492
852,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-53/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.421616207398,0.4195804195804196,38.41425993777114,0.5284243038247389
853,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-18/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.54160863618224,0.14085914085914086,38.53377055780436,0.5207161570351104
854,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-37/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.36572996174205,0.24075924075924077,38.35861331175735,0.5261918588610186
855,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-58/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.16821762988917,0.03896103896103896,38.15983611697428,0.5130229919956584
856,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-12/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.47280886370039,0.2727272727272727,38.46869084520855,0.5245561204772926
857,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-38/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.41725080640777,0.3926073926073926,38.41564011893596,0.5106371402638601
858,Baseline: results/rethinking/evaluation_logs/model-save-dir-55/clean.result,results/rethinking/evaluation_logs/model-save-dir-36/clean.result,38.423128461277166,,38.41868658031148,0.5146032340631912,38.4478584902559,0.33666333666333664,38.44286975479361,0.5091991939957232
859,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-78/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.30633074879096,0.33266733266733267,38.30169676970973,0.5100883728225902
860,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-72/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.44995879134924,0.07992007992007992,38.44703014121832,0.5338150006877882
861,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-73/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.503583285510814,0.04195804195804196,38.501213611380855,0.5156478667343656
862,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-64/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.63846880849123,0.005994005994005994,38.62522144896257,0.499775405044236
863,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-66/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.37222095589622,0.15584415584415584,38.36335034219857,0.49770406019917246
864,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-63/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.35269243825444,0.2017982017982018,38.344843932009695,0.5153970334355797
865,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-13/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.32482538551252,0.27472527472527475,38.3177590451692,0.4945667934664293
866,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-69/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.36523390122192,0.18181818181818182,38.35620534582849,0.4874519971639337
867,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-39/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.63612119960418,0.004995004995004995,38.636794879623515,0.5156580775980899
868,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-44/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.34956016267201,0.2177822177822178,38.348761767856224,0.5292945012289394
869,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-79/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.479593736704906,0.056943056943056944,38.47401604734546,0.4977395749596347
870,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-43/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.39907108063727,0.13386613386613386,38.39140461158197,0.4989092935453705
871,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-40/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.32556481875696,0.26173826173826176,38.315399543830644,0.4969348123197683
872,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-6/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.39943174681148,0.15084915084915085,38.39491644052968,0.5128678589832667
873,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-31/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.29092193285269,0.3926073926073926,38.28702715588452,0.4969471244979893
874,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-56/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.41876702878628,0.12387612387612387,38.41376137517522,0.5107848525956591
875,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-46/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.1772184852324,0.16583416583416583,38.16969298987122,0.5146745613919919
876,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-61/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.42829998983544,0.1108891108891109,38.41922011922233,0.5164026088436664
877,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-32/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.36464352126359,0.1918081918081918,38.35876726511584,0.5225370339772688
878,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-20/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.33015861763523,0.23776223776223776,38.319539764874996,0.5016646795810438
879,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-14/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.421241184170796,0.11688311688311688,38.415334962155626,0.5195519449053414
880,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-41/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.560001759004074,0.01898101898101898,38.554697626922845,0.4909481378177887
881,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-29/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.40795946988108,0.14485514485514486,38.40231228603869,0.5253136101220726
882,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-34/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.54476155534717,0.02097902097902098,38.54169472987457,0.5170078486808194
883,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-49/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.16504348980167,0.13686313686313686,38.157851373711146,0.5131515311014461
884,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-51/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.43559864451429,0.0989010989010989,38.43243335290803,0.5111779143051081
885,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-68/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.3282046338724,0.25274725274725274,38.32329993959571,0.5306963719428062
886,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-75/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.51478816145098,0.03296703296703297,38.51500744488086,0.5010534388412609
887,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-16/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.42903020351191,0.11488511488511488,38.42521493511664,0.498462462363193
888,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-19/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.36102779845333,0.18581418581418582,38.35161089695567,0.5056317084109949
889,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-10/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.38360178604212,0.16383616383616384,38.375105853898596,0.5023746707049028
890,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-62/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.4990846866827,0.03396603396603397,38.48992039323673,0.5013823599276712
891,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-76/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.29727556281856,0.35364635364635366,38.29483314973161,0.49762510480912425
892,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-52/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.427617727400325,0.11988011988011989,38.421507662482426,0.49957778707974043
893,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-8/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.324037168168815,0.2627372627372627,38.31497357813598,0.5109807590402724
894,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-24/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.325579381322314,0.2837162837162837,38.319444988186106,0.5188787119038807
895,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-9/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.39451071202037,0.13686313686313686,38.38906432957102,0.5013606985403953
896,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-30/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.18152713299166,0.17382617382617382,38.17196543868778,0.5084744121147686
897,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-60/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.442410808749855,0.08891108891108891,38.43797233394452,0.523524335411313
898,Baseline: results/rethinking/evaluation_logs/model-save-dir-11/clean.result,results/rethinking/evaluation_logs/model-save-dir-54/clean.result,38.279079323288414,,38.27778963538787,0.5043848779169444,38.31441350308077,0.2957042957042957,38.31200937760828,0.4952801725891014
